Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Status
CA-674461,4/1/2025,4/24/2025,Same Day,CUST-4626,Christine Lynch,Home Office,East,Furniture,Chairs,Sharable grid-enabled attitude,290.09,3,0.37,764.08,Profit
CA-382246,8/27/2023,4/19/2025,Standard Class,CUST-7389,Stacey McCormick,Consumer,East,Furniture,Bookcases,Secured clear-thinking task-force,1352.43,2,0.35,687.83,Profit
CA-439961,3/26/2024,5/2/2025,First Class,CUST-5024,Ryan Garza,Consumer,South,Furniture,Furnishings,Decentralized responsive core,247.61,4,0.13,750.81,Profit
CA-721055,6/20/2023,4/11/2025,Standard Class,CUST-6299,Stephanie Anderson,Corporate,East,Office Supplies,Labels,Universal system-worthy conglomeration,3500.33,5,0.24,404.17,Profit
CA-119825,12/12/2024,4/30/2025,First Class,CUST-1443,Jared Gonzalez,Corporate,West,Office Supplies,Binders,Reduced tangible customer loyalty,1720.73,6,0.01,328.84,Profit
CA-373590,3/5/2024,4/18/2025,Same Day,CUST-1445,Leslie Rodriguez,Consumer,West,Office Supplies,Storage,Re-engineered impactful installation,4436.8,9,0.24,746.27,Profit
CA-428422,9/20/2024,4/29/2025,Second Class,CUST-1507,Cody Webster,Home Office,Central,Technology,Machines,Enterprise-wide user-facing infrastructure,1133.45,8,0.39,219.91,Profit
CA-497755,9/5/2023,5/1/2025,Second Class,CUST-1964,David Thompson,Home Office,East,Technology,Phones,Team-oriented upward-trending adapter,564.18,4,0.11,929.87,Profit
CA-459127,12/17/2024,4/18/2025,Same Day,CUST-3148,Amber Ellis,Consumer,Central,Technology,Computers,Seamless intangible throughput,1229.86,5,0.31,691.98,Profit
CA-611457,7/10/2023,4/20/2025,First Class,CUST-4845,Anthony Olson,Corporate,West,Technology,Phones,Focused bifurcated parallelism,1009.69,2,0.45,177.46,Profit
CA-532916,6/27/2023,4/18/2025,Standard Class,CUST-9427,Adam Rodgers,Corporate,West,Furniture,Bookcases,Configurable national moderator,3618.08,6,0.43,600.44,Profit
CA-876325,3/12/2025,4/15/2025,Second Class,CUST-8531,Belinda Carter,Home Office,South,Technology,Computers,Object-based bi-directional process improvement,4071.02,4,0.07,111.32,Profit
CA-972681,10/12/2024,5/3/2025,Same Day,CUST-4206,Nicole Smith,Corporate,East,Technology,Accessories,Multi-tiered next generation intranet,3428.34,5,0.37,576.58,Profit
CA-935904,11/9/2024,5/6/2025,Same Day,CUST-7697,Frank Edwards,Home Office,East,Office Supplies,Art,Multi-layered scalable middleware,1926.21,1,0.4,373.1,Profit
CA-482109,3/7/2024,4/10/2025,Standard Class,CUST-7554,Stephen Burns,Home Office,Central,Technology,Phones,Phased zero tolerance workforce,3163.49,1,0.29,681.33,Profit
CA-582503,1/31/2024,4/15/2025,Standard Class,CUST-1455,Vickie Braun,Consumer,Central,Office Supplies,Paper,Multi-channeled maximized conglomeration,3541.92,4,0.36,-16.28,Loss
CA-409021,8/3/2024,4/18/2025,Standard Class,CUST-1205,Mr. Wesley Smith MD,Home Office,West,Furniture,Chairs,Profit-focused needs-based approach,4004.68,6,0.27,187.01,Profit
CA-694854,12/25/2024,4/25/2025,First Class,CUST-8158,Luke Ward,Consumer,South,Furniture,Tables,Programmable cohesive alliance,4737.49,4,0.2,830.52,Profit
CA-751629,12/20/2024,5/1/2025,Same Day,CUST-4635,Ashley Bates,Consumer,South,Office Supplies,Labels,Synergistic maximized support,1825.17,10,0.48,959.72,Profit
CA-215044,9/3/2024,4/16/2025,Standard Class,CUST-7471,Erica Montoya,Home Office,West,Furniture,Tables,Advanced clear-thinking synergy,767.03,5,0.13,-94.87,Loss
CA-201386,12/26/2023,4/14/2025,First Class,CUST-1339,Megan Walker,Corporate,East,Furniture,Furnishings,Multi-layered high-level artificial intelligence,1778.17,5,0.43,576.16,Profit
CA-169583,5/12/2023,4/28/2025,First Class,CUST-6469,Kimberly Brooks,Corporate,East,Office Supplies,Labels,Total optimal middleware,713.81,7,0.17,559.33,Profit
CA-677712,10/8/2024,4/10/2025,First Class,CUST-6259,Crystal Meyer,Corporate,East,Office Supplies,Storage,Up-sized radical service-desk,1070.24,8,0.39,654.61,Profit
CA-779729,12/20/2023,4/24/2025,Same Day,CUST-5998,Alexis Delgado,Home Office,East,Office Supplies,Storage,Focused client-driven neural-net,3435.53,8,0.09,990.71,Profit
CA-625994,6/12/2023,4/19/2025,Second Class,CUST-5847,Sheila Hodges,Corporate,East,Technology,Copiers,Robust zero administration neural-net,1214.32,2,0.1,378.47,Profit
CA-406682,6/1/2023,5/4/2025,Second Class,CUST-9941,Corey French,Consumer,East,Furniture,Furnishings,Proactive 4thgeneration service-desk,4765.75,5,0.31,773.04,Profit
CA-996296,2/5/2025,4/28/2025,Standard Class,CUST-7247,David Smith,Home Office,South,Furniture,Tables,Cross-platform disintermediate monitoring,1323.07,3,0.07,314.12,Profit
CA-861592,4/27/2024,4/28/2025,Second Class,CUST-2842,Heidi Gonzalez,Home Office,Central,Technology,Computers,Assimilated impactful system engine,4312.72,7,0.05,121.13,Profit
CA-884874,1/18/2024,4/26/2025,Standard Class,CUST-8655,Dawn Smith,Consumer,East,Furniture,Tables,Pre-emptive 24/7 application,3454.75,3,0.45,520.18,Profit
CA-600442,5/22/2023,4/30/2025,First Class,CUST-9785,Anita Wright,Corporate,Central,Office Supplies,Storage,Synergized 3rdgeneration approach,388.33,7,0.22,969.6,Profit
CA-211227,5/19/2023,5/8/2025,Standard Class,CUST-9257,James Levine,Home Office,East,Office Supplies,Storage,Enhanced multi-state productivity,4552.27,3,0.43,-29.15,Loss
CA-921043,9/3/2023,5/1/2025,Same Day,CUST-9895,Kendra Ray,Consumer,South,Furniture,Chairs,Grass-roots dynamic architecture,2800.93,5,0.39,29.09,Profit
CA-677333,11/5/2024,5/2/2025,Standard Class,CUST-3252,Katrina McGrath,Consumer,South,Technology,Computers,Intuitive bi-directional Internet solution,60.04,1,0.27,28.22,Profit
CA-301194,10/22/2024,4/23/2025,Same Day,CUST-2144,Andrew Smith,Consumer,West,Office Supplies,Binders,Automated maximized knowledgebase,46.55,5,0.03,557.71,Profit
CA-252655,3/4/2025,4/22/2025,Same Day,CUST-3545,Vanessa Martinez,Home Office,East,Furniture,Chairs,Expanded zero tolerance open architecture,4074.04,1,0.2,790.35,Profit
CA-191044,11/21/2023,5/4/2025,Same Day,CUST-8398,Ashley Young,Consumer,South,Technology,Computers,Progressive optimizing budgetary management,2474.52,6,0.14,654.53,Profit
CA-556687,6/25/2023,4/10/2025,Second Class,CUST-8231,Dr. Jeffrey Collins,Corporate,South,Furniture,Furnishings,Total clear-thinking hardware,1323.59,7,0.24,434.69,Profit
CA-299254,7/8/2023,4/24/2025,Same Day,CUST-4551,Frank Hill,Home Office,East,Technology,Computers,Streamlined heuristic challenge,4084.21,10,0.48,788.7,Profit
CA-520034,1/23/2024,4/9/2025,Same Day,CUST-9111,Samantha Horne,Consumer,West,Technology,Copiers,Devolved client-server moratorium,2288.13,6,0.24,901.17,Profit
CA-755451,1/1/2025,5/5/2025,Standard Class,CUST-7438,James Coleman,Corporate,East,Office Supplies,Binders,Public-key composite complexity,1406.65,10,0.43,749.34,Profit
CA-631630,4/24/2024,4/14/2025,Standard Class,CUST-6955,Anna Silva,Home Office,West,Office Supplies,Paper,Synergized explicit support,2733.8,9,0.33,904.93,Profit
CA-252505,4/9/2023,4/29/2025,Standard Class,CUST-4584,Michael Neal,Consumer,West,Office Supplies,Binders,Advanced disintermediate monitoring,2151.75,2,0.14,180.11,Profit
CA-243130,12/16/2023,4/21/2025,First Class,CUST-4812,Shelby Pennington,Home Office,East,Furniture,Tables,Triple-buffered local frame,3781.49,8,0.43,537.04,Profit
CA-784591,3/20/2024,4/26/2025,Standard Class,CUST-6194,Karen Richards,Corporate,East,Office Supplies,Art,Versatile object-oriented model,1492.12,1,0.08,787.33,Profit
CA-612817,9/5/2024,5/5/2025,Same Day,CUST-4576,John Farmer,Corporate,South,Furniture,Furnishings,Innovative intangible definition,3240.69,8,0.14,149.25,Profit
CA-632848,6/16/2023,4/10/2025,First Class,CUST-5072,Jennifer Thompson,Consumer,Central,Technology,Copiers,Automated attitude-oriented knowledgebase,953.62,7,0.32,770.33,Profit
CA-679392,6/9/2024,4/26/2025,Same Day,CUST-1352,Keith Green,Corporate,East,Technology,Phones,Centralized fault-tolerant circuit,4847.69,4,0.12,-31.82,Loss
CA-516444,9/19/2023,4/22/2025,Standard Class,CUST-2395,Dr. Edwin Chase PhD,Home Office,Central,Technology,Phones,Synergistic eco-centric groupware,2334.93,5,0.12,-49.73,Loss
CA-871240,7/31/2023,5/6/2025,Standard Class,CUST-9061,Joshua Case,Home Office,West,Technology,Machines,Realigned grid-enabled paradigm,3717.53,7,0.05,796,Profit
CA-812126,9/24/2024,4/20/2025,Second Class,CUST-2553,Alyssa McGuire,Corporate,Central,Technology,Accessories,Future-proofed hybrid model,1862.39,4,0.09,-91.05,Loss
CA-498064,10/27/2024,4/19/2025,Same Day,CUST-7442,Jonathan Nelson,Home Office,East,Office Supplies,Art,Inverse homogeneous flexibility,585.56,10,0,233.53,Profit
CA-428364,5/28/2023,4/21/2025,Same Day,CUST-5970,Cindy Barnett,Corporate,Central,Office Supplies,Labels,Multi-tiered systemic alliance,3358.14,3,0.45,741.2,Profit
CA-784552,2/4/2024,4/23/2025,First Class,CUST-2665,Justin Lewis,Home Office,West,Furniture,Chairs,Multi-layered asymmetric archive,3990.96,10,0.18,505.05,Profit
CA-139000,8/13/2023,5/8/2025,Second Class,CUST-1760,Stephanie Dean,Corporate,East,Furniture,Furnishings,Fully-configurable maximized function,4949.82,7,0.19,340.51,Profit
CA-715876,6/22/2024,4/28/2025,Second Class,CUST-4708,Andrew Phillips,Consumer,West,Office Supplies,Art,Future-proofed content-based moderator,1632.74,8,0.45,577.81,Profit
CA-564674,8/19/2024,4/10/2025,Same Day,CUST-3537,Nancy Ross,Home Office,West,Furniture,Furnishings,Face-to-face intangible benchmark,3006.55,3,0.34,78.41,Profit
CA-268606,1/25/2024,4/20/2025,Second Class,CUST-4451,Sean Hayes,Consumer,West,Office Supplies,Paper,Customizable homogeneous superstructure,3033.08,2,0.49,284.01,Profit
CA-517887,12/2/2023,4/30/2025,Second Class,CUST-5115,Heather Martin,Home Office,South,Office Supplies,Storage,Operative scalable Local Area Network,3492,5,0.25,704.16,Profit
CA-569076,4/19/2023,4/22/2025,Second Class,CUST-7733,Kenneth Lee,Consumer,Central,Furniture,Tables,Universal user-facing challenge,877.43,6,0.12,301.65,Profit
CA-534662,12/1/2023,4/17/2025,First Class,CUST-3515,Zachary Moore,Corporate,Central,Office Supplies,Labels,Adaptive impactful moratorium,1908.71,8,0.06,488.96,Profit
CA-544238,2/19/2024,4/14/2025,First Class,CUST-8407,Mary Hughes,Home Office,West,Office Supplies,Paper,Pre-emptive discrete collaboration,3307.13,4,0.22,391.52,Profit
CA-270071,12/9/2024,5/3/2025,Same Day,CUST-9915,Tyler Lutz,Corporate,West,Office Supplies,Labels,Upgradable interactive capacity,4622.36,9,0.05,64.89,Profit
CA-494531,6/24/2023,4/24/2025,First Class,CUST-3590,Samuel Jackson,Home Office,West,Furniture,Bookcases,Adaptive asynchronous utilization,3866.08,3,0.43,746.8,Profit
CA-629311,4/3/2025,5/1/2025,First Class,CUST-5123,Maria Bryant,Home Office,East,Technology,Copiers,Compatible web-enabled leverage,3399.94,7,0.28,356.1,Profit
CA-385115,2/6/2025,4/18/2025,Standard Class,CUST-5525,Ashley Dyer,Consumer,East,Office Supplies,Labels,Function-based even-keeled knowledgebase,2977.93,7,0.14,299.43,Profit
CA-785107,8/8/2024,4/20/2025,Standard Class,CUST-2630,Susan Hamilton,Corporate,Central,Technology,Machines,Seamless methodical intranet,1344.26,6,0.33,198.63,Profit
CA-910856,12/5/2023,5/8/2025,Same Day,CUST-9965,Tasha Rush,Home Office,South,Technology,Accessories,Reduced background matrix,1847.76,1,0.09,922.46,Profit
CA-364700,7/7/2023,5/5/2025,First Class,CUST-4120,Susan Becker,Corporate,Central,Furniture,Tables,Inverse logistical toolset,61.34,7,0.07,259.53,Profit
CA-431119,5/28/2023,5/8/2025,Same Day,CUST-6262,Michele Sanders,Corporate,East,Office Supplies,Art,Universal upward-trending budgetary management,4100.4,1,0.44,443.73,Profit
CA-658672,6/14/2023,4/21/2025,Same Day,CUST-6744,Derek Wright,Consumer,West,Technology,Phones,De-engineered dedicated database,3860.18,3,0.21,956.93,Profit
CA-186156,11/1/2023,5/1/2025,First Class,CUST-5694,Justin Sims,Home Office,West,Technology,Copiers,Multi-layered zero-defect interface,1966.24,3,0.23,410.84,Profit
CA-331231,7/15/2024,4/11/2025,First Class,CUST-9264,Andrew Cowan,Consumer,Central,Technology,Machines,Focused 4thgeneration pricing structure,2720.65,3,0.01,-83.87,Loss
CA-973984,11/23/2024,4/18/2025,Second Class,CUST-5771,Wendy West,Corporate,West,Office Supplies,Binders,Reduced high-level workforce,1329.93,5,0.17,968.21,Profit
CA-918665,11/23/2024,5/4/2025,Second Class,CUST-1919,Travis Franklin,Consumer,Central,Office Supplies,Art,Ameliorated content-based budgetary management,4186.35,5,0.34,-49.08,Loss
CA-105486,12/25/2024,4/13/2025,Second Class,CUST-7888,Cynthia Wyatt,Consumer,South,Office Supplies,Labels,Multi-lateral analyzing superstructure,4538.82,3,0.17,309.42,Profit
CA-567937,9/24/2023,4/29/2025,Second Class,CUST-9114,Roger Moreno,Consumer,South,Furniture,Tables,Networked bi-directional paradigm,2453.04,4,0.33,281.94,Profit
CA-936798,9/9/2024,4/27/2025,Second Class,CUST-8381,Daniel Stewart,Corporate,South,Furniture,Furnishings,Centralized systemic challenge,3939.4,5,0.27,194.46,Profit
CA-767348,9/14/2023,4/15/2025,Same Day,CUST-9639,Rachel Garcia,Corporate,East,Furniture,Furnishings,Virtual homogeneous leverage,2394.46,7,0.29,703.49,Profit
CA-553050,2/19/2025,4/10/2025,First Class,CUST-3002,Brian Walker DDS,Corporate,South,Office Supplies,Art,Reactive directional initiative,3978.93,2,0.11,99.05,Profit
CA-997975,7/4/2024,4/11/2025,Standard Class,CUST-6454,Amber Smith,Home Office,Central,Office Supplies,Storage,Enterprise-wide tertiary database,2391.8,8,0.22,-78.48,Loss
CA-820702,12/28/2023,4/19/2025,Standard Class,CUST-4187,Ricardo Ayala,Corporate,South,Technology,Accessories,Organized multi-state approach,4363.28,7,0.27,805.53,Profit
CA-532609,8/21/2023,5/2/2025,Same Day,CUST-6547,Rachel Eaton,Consumer,Central,Office Supplies,Art,Operative client-driven approach,3655.67,8,0.15,260.02,Profit
CA-362060,11/17/2023,4/30/2025,Standard Class,CUST-3406,Michael Pratt,Home Office,West,Technology,Machines,Mandatory foreground open architecture,1619.89,5,0.19,-21.31,Loss
CA-224344,8/10/2023,5/2/2025,First Class,CUST-7790,Walter Herrera,Corporate,South,Furniture,Chairs,Extended systematic frame,3931.69,6,0.05,650.05,Profit
CA-822394,12/29/2024,4/14/2025,First Class,CUST-7571,Jessica Holmes,Consumer,Central,Technology,Accessories,Realigned bottom-line infrastructure,989.91,3,0.11,309.52,Profit
CA-528691,7/27/2024,4/15/2025,First Class,CUST-6745,Steven Keith,Consumer,Central,Furniture,Chairs,Function-based context-sensitive function,1957.49,10,0.14,-68.42,Loss
CA-132108,1/22/2025,4/14/2025,Second Class,CUST-9292,Stacey Pace,Consumer,Central,Office Supplies,Storage,Public-key non-volatile customer loyalty,4646.61,1,0.35,149.4,Profit
CA-323060,10/7/2023,4/18/2025,First Class,CUST-4810,Susan Haynes,Home Office,East,Furniture,Furnishings,Pre-emptive asymmetric standardization,4222.33,5,0.48,311.41,Profit
CA-632336,7/3/2024,5/1/2025,Same Day,CUST-9033,Nicole Galvan,Home Office,South,Office Supplies,Binders,Seamless 3rdgeneration pricing structure,2162.13,3,0.33,852.69,Profit
CA-889132,2/17/2025,5/4/2025,Second Class,CUST-4462,Alicia White,Home Office,Central,Office Supplies,Storage,Progressive object-oriented frame,661.37,3,0.01,850.02,Profit
CA-573640,11/24/2023,5/8/2025,Second Class,CUST-7290,Christopher Hughes,Home Office,Central,Technology,Phones,Customer-focused systemic synergy,1383.71,1,0.17,370.25,Profit
CA-973896,6/6/2024,4/29/2025,Second Class,CUST-6533,William Davis,Consumer,West,Technology,Copiers,Synergized zero administration parallelism,1760.08,7,0.38,35.07,Profit
CA-835275,3/25/2024,4/13/2025,Same Day,CUST-7518,Douglas Davis,Corporate,Central,Technology,Phones,Versatile maximized initiative,3166.5,10,0.42,-18.35,Loss
CA-106242,8/11/2024,5/4/2025,Second Class,CUST-6119,Carol Macdonald,Home Office,East,Office Supplies,Labels,Enterprise-wide radical budgetary management,1567.36,1,0.43,576.66,Profit
CA-311577,9/9/2024,4/10/2025,First Class,CUST-3233,Jason Hurst,Corporate,West,Furniture,Chairs,Focused mission-critical approach,2113.55,6,0.16,-2.71,Loss
CA-896048,5/22/2024,4/11/2025,Standard Class,CUST-1241,Benjamin Jones,Corporate,Central,Technology,Accessories,Stand-alone directional definition,4904.84,10,0.36,194.56,Profit
CA-990390,3/17/2025,5/2/2025,Second Class,CUST-7291,Teresa Estrada,Home Office,South,Technology,Copiers,Centralized optimal artificial intelligence,4568.22,10,0.46,645.11,Profit
CA-181544,4/16/2023,5/6/2025,Second Class,CUST-2341,Ashley Wells,Home Office,South,Furniture,Furnishings,Horizontal uniform Graphical User Interface,4152.27,1,0.34,473.45,Profit
CA-727750,8/25/2024,4/27/2025,First Class,CUST-6797,Shelly Brown,Home Office,South,Office Supplies,Art,Adaptive well-modulated projection,92.61,9,0.09,522.65,Profit
CA-956419,12/29/2023,4/9/2025,Same Day,CUST-8798,Heather Rich,Consumer,Central,Technology,Accessories,Open-architected secondary structure,922.17,8,0.34,606.85,Profit
CA-264281,1/25/2025,4/15/2025,Standard Class,CUST-9288,Matthew Johnson,Consumer,West,Office Supplies,Binders,Re-engineered bifurcated Internet solution,1712.83,5,0.32,566.59,Profit
CA-301051,9/13/2024,4/21/2025,Same Day,CUST-7600,Timothy Mack,Corporate,East,Furniture,Bookcases,Centralized empowering software,3533.81,9,0.07,58.11,Profit
CA-462208,5/15/2023,4/24/2025,Same Day,CUST-8032,Felicia Hicks,Home Office,West,Office Supplies,Paper,Centralized analyzing hierarchy,1494.14,5,0.36,547.67,Profit
CA-110685,1/6/2025,4/21/2025,Second Class,CUST-5408,Emily Lozano,Corporate,West,Office Supplies,Paper,Synchronized executive encoding,3667.07,7,0.49,689,Profit
CA-997694,4/26/2024,4/27/2025,Second Class,CUST-2579,Nicholas Little,Consumer,South,Office Supplies,Art,Re-contextualized logistical standardization,2366.49,5,0.04,237.34,Profit
CA-400111,5/1/2024,4/28/2025,Same Day,CUST-9800,Roger Taylor,Consumer,East,Technology,Copiers,Polarized global alliance,3261.5,5,0.3,787.35,Profit
CA-952405,10/6/2024,4/20/2025,Second Class,CUST-7938,Brooke Williams,Consumer,West,Office Supplies,Storage,Universal intangible implementation,1706.42,7,0.13,625.44,Profit
CA-633897,3/23/2025,5/6/2025,First Class,CUST-3843,Jacob Bolton,Corporate,West,Furniture,Chairs,Persevering contextually-based forecast,4823.91,8,0.15,177.64,Profit
CA-904152,8/11/2024,4/29/2025,First Class,CUST-7719,Ryan Rodgers,Corporate,East,Technology,Computers,Phased national model,2125.32,9,0.28,536.39,Profit
CA-400715,11/27/2023,4/9/2025,First Class,CUST-6494,Caitlin Hill,Home Office,Central,Furniture,Tables,Assimilated attitude-oriented standardization,439,4,0.11,309.61,Profit
CA-428830,6/2/2024,5/3/2025,First Class,CUST-5257,Martha Green,Corporate,West,Furniture,Bookcases,Integrated methodical portal,723.36,8,0.07,-64.95,Loss
CA-980108,8/20/2023,4/28/2025,Second Class,CUST-9640,Kimberly Wagner,Home Office,West,Technology,Phones,Cross-group optimal paradigm,3918.8,4,0.07,32.56,Profit
CA-294358,12/11/2024,4/27/2025,Standard Class,CUST-2741,John Rodriguez,Consumer,South,Furniture,Tables,Integrated contextually-based capacity,3579.8,1,0.15,-60.03,Loss
CA-465656,11/4/2024,5/8/2025,Second Class,CUST-8087,Jacqueline Holder,Consumer,South,Technology,Phones,Reactive homogeneous structure,568.22,1,0.34,656.65,Profit
CA-519857,1/2/2025,4/18/2025,Standard Class,CUST-1481,Nicholas Lawrence,Home Office,East,Furniture,Furnishings,Proactive demand-driven infrastructure,614.68,7,0.24,579.49,Profit
CA-382396,5/24/2024,5/3/2025,Same Day,CUST-8504,Lance Jordan,Consumer,Central,Office Supplies,Art,Digitized web-enabled capacity,1800.83,2,0.02,68.45,Profit
CA-276419,3/21/2025,4/11/2025,Second Class,CUST-2107,Rebecca Grant,Corporate,West,Technology,Computers,Vision-oriented intangible service-desk,3797.18,3,0.16,57.04,Profit
CA-892153,5/5/2024,4/17/2025,First Class,CUST-1271,Nathan Leonard,Corporate,South,Office Supplies,Art,Expanded discrete approach,1754.02,10,0.41,807.24,Profit
CA-159030,3/15/2024,4/21/2025,First Class,CUST-6031,Richard Marshall,Home Office,East,Office Supplies,Paper,Function-based coherent concept,1674.7,3,0.18,627.16,Profit
CA-684582,6/27/2024,4/30/2025,First Class,CUST-6019,Ann Bates,Home Office,Central,Furniture,Furnishings,Fundamental real-time open architecture,3210.1,5,0,147.04,Profit
CA-543567,10/9/2024,5/6/2025,Same Day,CUST-9346,Shawn Dixon,Consumer,Central,Office Supplies,Paper,Pre-emptive secondary instruction set,522.51,8,0.36,213.19,Profit
CA-605433,12/28/2024,4/18/2025,Same Day,CUST-8828,Christine Preston,Corporate,South,Technology,Machines,Networked fault-tolerant moratorium,3243.08,2,0.14,708.28,Profit
CA-404009,6/27/2023,4/11/2025,Same Day,CUST-7012,Taylor Ford,Consumer,West,Office Supplies,Paper,Streamlined local archive,1286.46,10,0.45,937.85,Profit
CA-612991,11/30/2023,4/11/2025,Same Day,CUST-1890,Kimberly O'Connell,Consumer,South,Furniture,Tables,Cross-platform heuristic productivity,1753.2,2,0.12,804.94,Profit
CA-667023,1/3/2025,5/6/2025,First Class,CUST-2446,Tiffany Glenn,Consumer,Central,Technology,Phones,Public-key even-keeled migration,1685.22,3,0.21,876.93,Profit
CA-176460,12/13/2024,5/1/2025,Standard Class,CUST-7625,Rhonda Wilson,Corporate,West,Office Supplies,Art,Cross-platform background superstructure,3909.27,5,0.37,500.18,Profit
CA-196700,4/19/2023,4/18/2025,Second Class,CUST-1582,Katrina Walker,Home Office,Central,Office Supplies,Paper,Team-oriented maximized Internet solution,272.01,1,0.31,-22.32,Loss
CA-145473,6/26/2024,5/5/2025,Second Class,CUST-3907,Jennifer Young,Consumer,South,Furniture,Bookcases,Intuitive human-resource middleware,4928.95,8,0.1,224.58,Profit
CA-443007,4/30/2023,4/26/2025,Standard Class,CUST-7961,Krystal Murray,Corporate,East,Office Supplies,Paper,Open-architected heuristic matrix,2190.32,4,0.06,793.32,Profit
CA-743330,10/25/2023,4/17/2025,First Class,CUST-5586,Rebecca Johnson,Corporate,Central,Furniture,Tables,Enhanced actuating framework,764.71,7,0.46,265.07,Profit
CA-744435,4/13/2024,4/9/2025,Standard Class,CUST-2883,Jose Russell DDS,Corporate,East,Office Supplies,Binders,Team-oriented methodical throughput,1796.05,3,0.45,799.29,Profit
CA-808726,11/21/2023,4/24/2025,Standard Class,CUST-9075,Michael Leonard,Consumer,South,Technology,Machines,Profit-focused human-resource Internet solution,4053.64,7,0.05,681.43,Profit
CA-105755,5/4/2023,4/22/2025,Second Class,CUST-3349,Melissa Gibson,Home Office,South,Office Supplies,Paper,Optimized composite interface,852.12,3,0.39,788.07,Profit
CA-173183,3/20/2024,5/5/2025,Second Class,CUST-9963,Howard Perez,Consumer,West,Furniture,Furnishings,Assimilated modular throughput,1184.8,2,0.15,892.09,Profit
CA-818684,5/7/2023,4/14/2025,First Class,CUST-5990,Jennifer Ayers MD,Home Office,West,Furniture,Furnishings,Profit-focused high-level neural-net,2642.52,3,0.02,350.72,Profit
CA-102265,5/29/2023,4/21/2025,Second Class,CUST-3737,William Stone,Corporate,South,Office Supplies,Labels,Profound well-modulated artificial intelligence,923.37,5,0.3,-97.08,Loss
CA-625079,7/6/2024,4/24/2025,First Class,CUST-3152,Amber Powell,Consumer,West,Technology,Machines,Front-line systematic task-force,3078.29,4,0.4,52.91,Profit
CA-154248,4/19/2023,5/8/2025,Same Day,CUST-1091,Matthew Meadows,Corporate,South,Technology,Computers,Managed 5thgeneration architecture,3094.2,1,0.27,92.4,Profit
CA-170340,3/12/2024,4/14/2025,First Class,CUST-7442,James Castaneda,Home Office,East,Technology,Copiers,Organic reciprocal help-desk,2179.15,9,0.02,733.52,Profit
CA-602073,10/31/2024,4/28/2025,Same Day,CUST-4864,Brett Moore,Consumer,East,Technology,Copiers,Assimilated zero administration forecast,4797.69,10,0.38,-13.23,Loss
CA-856264,10/2/2024,5/7/2025,Second Class,CUST-7055,George Rodriguez,Corporate,South,Technology,Copiers,Function-based 3rdgeneration system engine,4211.95,3,0.43,-50.23,Loss
CA-516615,1/15/2025,4/11/2025,Second Class,CUST-8843,Donald McKnight,Consumer,Central,Technology,Computers,Decentralized multi-state knowledgebase,4240.21,2,0,166.51,Profit
CA-698954,7/9/2024,4/17/2025,Standard Class,CUST-1015,Kelly Duncan,Consumer,South,Office Supplies,Storage,Team-oriented systematic database,3583.37,7,0.24,384.33,Profit
CA-447686,5/4/2024,4/14/2025,Second Class,CUST-7207,Brenda Wright,Home Office,Central,Technology,Computers,User-friendly optimizing access,508.59,2,0.37,-27.06,Loss
CA-250239,9/14/2023,4/14/2025,Same Day,CUST-9189,Daniel Delacruz,Home Office,Central,Technology,Copiers,Polarized 4thgeneration core,4506.53,7,0.27,668.38,Profit
CA-445453,12/15/2024,4/16/2025,Same Day,CUST-1545,Laura Yates,Consumer,Central,Furniture,Bookcases,Virtual background parallelism,2742.69,7,0.41,698.84,Profit
CA-976284,1/26/2024,4/27/2025,Second Class,CUST-2959,Heather Forbes,Corporate,Central,Technology,Accessories,Cross-platform static software,1922.42,5,0.36,59.74,Profit
CA-347378,3/31/2025,4/13/2025,First Class,CUST-2374,Catherine Miller,Consumer,Central,Technology,Copiers,Inverse content-based data-warehouse,856.71,9,0.07,922.48,Profit
CA-434031,1/12/2024,4/27/2025,First Class,CUST-3199,Michael Green,Home Office,West,Office Supplies,Paper,Realigned real-time algorithm,3658.87,8,0.35,-15.83,Loss
CA-999795,9/1/2023,5/6/2025,Second Class,CUST-2686,Nicholas Martin,Home Office,Central,Technology,Machines,User-centric zero-defect flexibility,2382.9,5,0.22,23.83,Profit
CA-698900,1/4/2025,4/19/2025,Standard Class,CUST-3569,Anthony Clark,Home Office,East,Technology,Phones,Ergonomic intermediate knowledge user,4322.76,10,0.29,156.57,Profit
CA-803381,9/3/2023,4/15/2025,Standard Class,CUST-3604,Marcus Phelps,Consumer,West,Technology,Computers,Down-sized real-time hierarchy,3356.96,3,0.32,174.73,Profit
CA-197429,11/8/2024,4/24/2025,Standard Class,CUST-8799,Michael McBride,Corporate,West,Furniture,Chairs,Multi-tiered leading-edge conglomeration,3093.79,8,0.07,563.16,Profit
CA-849210,3/27/2025,4/10/2025,First Class,CUST-7420,Matthew Jones,Home Office,South,Technology,Phones,De-engineered dynamic installation,4707.4,6,0.28,-36.65,Loss
CA-858355,10/6/2024,4/18/2025,Standard Class,CUST-9418,Andrew Estrada,Corporate,West,Technology,Copiers,Diverse hybrid budgetary management,2667.5,3,0.29,491.04,Profit
CA-334063,2/13/2024,4/13/2025,Second Class,CUST-2482,Toni Shaw,Home Office,West,Technology,Machines,Cloned secondary infrastructure,320.58,8,0.16,329.45,Profit
